11,Tensei shitara Slime Datta Ken 2nd Season Part 2,Action,Adventure,Comedy
12,Sankarea,Comedy,Horror,Romance
14,Beelzebub,Action,Comedy,Supernatural
15,Gintama°,Action,Comedy,Sci-Fi
16,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,Action,Comedy,Fantasy
17,Kiss x Sis (TV),Comedy,Romance,Ecchi
20,Kuroshitsuji II,Action,Comedy,Supernatural
21,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,Action,Adventure,Comedy
23,Nekomonogatari: Kuro,Comedy,Romance,Supernatural
24,Drifters,Action,Adventure,Comedy
26,Majo no Takkyuubin,Adventure,Comedy,Drama
29,Kenja no Mago,Action,Comedy,Fantasy
30,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,Action,Adventure,Comedy
31,Suzumiya Haruhi no Yuuutsu (2009),Comedy,Mystery,Sci-Fi
32,Musaigen no Phantom World,Action,Comedy,Fantasy
34,Gintama',Action,Comedy,Sci-Fi
35,Ichiban Ushiro no Daimaou,Action,Comedy,Fantasy
36,Netoge no Yome wa Onnanoko ja Nai to Omotta?,Comedy,Romance,Ecchi
37,Isekai wa Smartphone to Tomo ni.,Adventure,Comedy,Fantasy
38,Inu x Boku SS,Comedy,Romance,Supernatural
39,Hajimete no Gal,Comedy,Romance,Ecchi
40,Zero no Tsukaima: Futatsuki no Kishi,Action,Adventure,Comedy
41,Full Metal Panic!,Action,Comedy,Sci-Fi
42,Mayo Chiki!,Comedy,Romance,Ecchi
45,Rurouni Kenshin: Meiji Kenkaku Romantan,Action,Adventure,Comedy
46,Dorohedoro,Action,Comedy,Fantasy
47,Chobits,Comedy,Drama,Romance
48,Tokyo Ravens,Action,Comedy,Romance
49,Sora yori mo Tooi Basho,Adventure,Comedy,Drama
50,Sora no Otoshimono,Comedy,Romance,Sci-Fi
52,High School DxD Hero,Action,Comedy,Romance
54,Owarimonogatari,Comedy,Mystery,Supernatural
55,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,Action,Adventure,Comedy
57,Hentai Ouji to Warawanai Neko.,Comedy,Romance,Supernatural
58,Ishuzoku Reviewers,Comedy,Fantasy,Ecchi
59,Mekakucity Actors,Comedy,Sci-Fi,Supernatural
61,Zero no Tsukaima: Princesses no Rondo,Action,Adventure,Comedy
71,Yojouhan Shinwa Taikei,Comedy,Mystery,Romance
72,Cardcaptor Sakura,Adventure,Comedy,Drama
74,Hanamonogatari,Comedy,Mystery,Supernatural
75,Gakusen Toshi Asterisk 2nd Season,Comedy,Fantasy,Romance
76,Rosario to Vampire Capu2,Comedy,Fantasy,Romance
77,Kekkai Sensen & Beyond,Action,Comedy,Fantasy
79,Tsukimonogatari,Comedy,Mystery,Supernatural
80,"Dakara Boku wa, H ga Dekinai.",Comedy,Romance,Supernatural
83,Mieruko-chan,Comedy,Horror,Supernatural
86,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,Comedy,Drama,Fantasy
88,Sekirei,Action,Comedy,Ecchi
89,Mairimashita! Iruma-kun,Comedy,Fantasy,Supernatural
